Year,Origin,flowDesc,ExportCountry,tradeValue
2022,Malaysia,Export,Br. Indian Ocean Terr.,107999.94
2022,Malaysia,Export,Burundi,100306.37
2022,Malaysia,Export,Lesotho,122204.88
2022,Malaysia,Export,Pitcairn,5238.04
2022,Malaysia,Export,Guinea-Bissau,3144833.82
2022,Malaysia,Export,Sao Tome and Principe,1128024.72
2022,Malaysia,Export,Antarctica,94964.27
2022,Malaysia,Export,Cocos Isds,335.15
2022,Malaysia,Export,Comoros,8685119.10
2022,Malaysia,Export,Falkland Isds (Malvinas),46.81
2022,Malaysia,Export,South Georgia and the South Sandwich Islands,47.94
2022,Malaysia,Export,Greenland,1048.83
2022,Malaysia,Export,Holy See (Vatican City State),139210.26
2022,Malaysia,Export,Mongolia,43766167.65
2022,Malaysia,Export,Libya,12384491.12
2022,Malaysia,Export,Lithuania,36094757.82
2022,Malaysia,Export,"China, Macao SAR",36999929.79
2022,Malaysia,Export,Malawi,2406535.12
2022,Malaysia,Export,Maldives,228898825.60
2022,Malaysia,Export,Mali,2035998.95
2022,Malaysia,Export,Malta,48386593.20
2022,Malaysia,Export,Mexico,3796097784.00
2022,Malaysia,Export,Luxembourg,64952912.40
2022,Malaysia,Export,Madagascar,125206908.90
2022,Malaysia,Export,Mauritania,77599377.84
2022,Malaysia,Export,Mauritius,111007379.50
2022,Malaysia,Export,Rep. of Moldova,862302.91
2022,Malaysia,Export,Montenegro,902173.61
2022,Malaysia,Export,Morocco,113640300.60
2022,Malaysia,Export,Mozambique,601955048.80
2022,Malaysia,Export,Oman,341983407.70
2022,Malaysia,Export,Nauru,575194.28
2022,Malaysia,Export,Nepal,57533515.92
2022,Malaysia,Export,New Caledonia,156911495.80
2022,Malaysia,Export,Nicaragua,7559550.38
2022,Malaysia,Export,Niger,6628095.07
2022,Malaysia,Export,Nigeria,531000236.60
2022,Malaysia,Export,Pakistan,1366961301.00
2022,Malaysia,Export,Panama,87348911.54
2022,Malaysia,Export,Namibia,11577941.16
2022,Malaysia,Export,Netherlands,9531745337.00
2022,Malaysia,Export,Curaçao,836194.29
2022,Malaysia,Export,Vanuatu,49145576.16
2022,Malaysia,Export,New Zealand,1560944221.00
2022,Malaysia,Export,Norfolk Isds,1224335.02
2022,Malaysia,Export,Norway,183408666.60
2022,Malaysia,Export,N. Mariana Isds,460334.43
2022,Malaysia,Export,Micronesia,1070040.04
2022,Malaysia,Export,Marshall Isds,62921366.68
2022,Malaysia,Export,Palau,3886983.62
2022,Malaysia,Export,Papua New Guinea,510627763.50
2022,Malaysia,Export,Paraguay,10540436.35
2022,Malaysia,Export,Peru,176085069.60
2022,Malaysia,Export,Philippines,6415430808.00
2022,Malaysia,Export,Slovenia,391386872.10
2022,Malaysia,Export,Spain,1295626425.00
2022,Malaysia,Export,South Sudan,129091.60
2022,Malaysia,Export,Sudan,62701086.70
2022,Malaysia,Export,Switzerland,613773603.60
2022,Malaysia,Export,Syria,63411300.91
2022,Malaysia,Export,Tajikistan,2396929.06
2022,Malaysia,Export,Somalia,125657790.40
2022,Malaysia,Export,South Africa,1634988671.00
2022,Malaysia,Export,Suriname,7757354.03
2022,Malaysia,Export,Sweden,469053593.70
2022,Malaysia,Export,Togo,526135774.60
2022,Malaysia,Export,United Arab Emirates,3508784922.00
2022,Malaysia,Export,Tunisia,149740662.80
2022,Malaysia,Export,Ukraine,42651316.98
2022,Malaysia,Export,United Kingdom,2109616553.00
2022,Malaysia,Export,United States of America,38025492595.00
2022,Malaysia,Export,Tonga,4215445.08
2022,Malaysia,Export,Trinidad and Tobago,35237461.19
2022,Malaysia,Export,Turkey,3951187491.00
2022,Malaysia,Export,Turkmenistan,8255218.14
2022,Malaysia,Export,Uganda,7389528.11
2022,Malaysia,Export,North Macedonia,5314062.45
2022,Malaysia,Export,Egypt,811381804.80
2022,Malaysia,Export,United Rep. of Tanzania,405665355.30
2022,Malaysia,Export,Burkina Faso,3353762.02
2022,Malaysia,Export,Uruguay,45738855.95
2022,Malaysia,Export,Uzbekistan,71364918.29
2022,Malaysia,Export,Venezuela,10913284.91
2022,Malaysia,Export,Wallis and Futuna Isds,54699.35
2022,Malaysia,Export,Samoa,12104560.74
2022,Malaysia,Export,Yemen,151377892.20
2022,Malaysia,Export,Zambia,5935808.30
2022,Malaysia,Export,Armenia,1899583.01
2022,Malaysia,Export,Barbados,3328702.47
2022,Malaysia,Export,Belgium,2044445507.00
2022,Malaysia,Export,Bermuda,754249.80
2022,Malaysia,Export,Bolivia,21681891.57
2022,Malaysia,Export,Bosnia and Herz.,704280.88
2022,Malaysia,Export,Botswana,4127069.66
2022,Malaysia,Export,Brazil,1059420704.00
2022,Malaysia,Export,Belize,2261698.28
2022,Malaysia,Export,Solomon Isds,61776034.37
2022,Malaysia,Export,Br. Virgin Isds,332762.91
2022,Malaysia,Export,Brunei,1737936489.00
2022,Malaysia,Export,Bulgaria,104414431.30
2022,Malaysia,Export,Myanmar,1355740377.00
2022,Malaysia,Export,Belarus,5012909.30
2022,Malaysia,Export,Cambodia,525151067.30
2022,Malaysia,Export,Iran,783133589.10
2022,Malaysia,Export,Iraq,783306847.00
2022,Malaysia,Export,Ireland,216289001.70
2022,Malaysia,Export,Italy,1914143714.00
2022,Malaysia,Export,Côte d'Ivoire,139058244.60
2022,Malaysia,Export,Jamaica,21138106.42
2022,Malaysia,Export,Japan,22416749635.00
2022,Malaysia,Export,Kazakhstan,128936368.80
2022,Malaysia,Export,Jordan,178209375.60
2022,Malaysia,Export,Kenya,1153365275.00
2022,Malaysia,Export,South Korea,12475676294.00
2022,Malaysia,Export,Kuwait,199468108.20
2022,Malaysia,Export,Kyrgyzstan,8773769.92
2022,Malaysia,Export,Laos,215055707.90
2022,Malaysia,Export,Lebanon,56054680.66
2022,Malaysia,Export,Latvia,47182201.94
2022,Malaysia,Export,Liberia,22680522.94
2022,Malaysia,Export,Poland,857780567.00
2022,Malaysia,Export,Portugal,112980413.70
2022,Malaysia,Export,Timor-Leste,68699654.64
2022,Malaysia,Export,Qatar,334208819.50
2022,Malaysia,Export,Romania,229511613.90
2022,Malaysia,Export,Russia,547284799.70
2022,Malaysia,Export,Rwanda,1104155.56
2022,Malaysia,Export,Saint Helena,398926.95
2022,Malaysia,Export,Saint Kitts and Nevis,308810.59
2022,Malaysia,Export,Anguilla,50824.61
2022,Malaysia,Export,Saint Lucia,497996.81
2022,Malaysia,Export,Saint Vincent and the Grenadines,434589.14
2022,Malaysia,Export,Saudi Arabia,1626974319.00
2022,Malaysia,Export,Senegal,203958049.70
2022,Malaysia,Export,Serbia,8336625.04
2022,Malaysia,Export,Seychelles,8883475.80
2022,Malaysia,Export,Sierra Leone,12071708.55
2022,Malaysia,Export,India,12442889567.00
2022,Malaysia,Export,Singapore,52824251487.00
2022,Malaysia,Export,Slovakia,168714285.50
2022,Malaysia,Export,Vietnam,12184086591.00
2022,Malaysia,Export,Afghanistan,357619011.20
2022,Malaysia,Export,Albania,3104790.21
2022,Malaysia,Export,Algeria,121771161.50
2022,Malaysia,Export,American Samoa,62485047.28
2022,Malaysia,Export,Andorra,375021.44
2022,Malaysia,Export,Angola,260439237.40
2022,Malaysia,Export,Antigua and Barbuda,1091430.94
2022,Malaysia,Export,Azerbaijan,9387235.06
2022,Malaysia,Export,Argentina,156126226.00
2022,Malaysia,Export,Australia,10927047844.00
2022,Malaysia,Export,Austria,195493098.40
2022,Malaysia,Export,Bahamas,781882.81
2022,Malaysia,Export,Bahrain,56397360.92
2022,Malaysia,Export,Bangladesh,4149670885.00
2022,Malaysia,Export,Cameroon,164828935.80
2022,Malaysia,Export,Canada,1109313793.00
2022,Malaysia,Export,Cabo Verde,2068889.31
2022,Malaysia,Export,Cayman Isds,495393.35
2022,Malaysia,Export,Central African Rep.,746681.87
2022,Malaysia,Export,Sri Lanka,783801039.30
2022,Malaysia,Export,Chad,297556.07
2022,Malaysia,Export,Chile,205873138.30
2022,Malaysia,Export,China,47843004759.00
2022,Malaysia,Export,Christmas Isds,1026575.90
2022,Malaysia,Export,Colombia,146042630.90
2022,Malaysia,Export,Congo,64949993.57
2022,Malaysia,Export,Dem. Rep. Congo,34235430.20
2022,Malaysia,Export,Cook Isds,255136.90
2022,Malaysia,Export,Costa Rica,836873725.60
2022,Malaysia,Export,Croatia,43153352.34
2022,Malaysia,Export,Cuba,6311385.05
2022,Malaysia,Export,Cyprus,9370432.58
2022,Malaysia,Export,Czechia,818174406.40
2022,Malaysia,Export,Benin,155728355.20
2022,Malaysia,Export,Denmark,253593010.70
2022,Malaysia,Export,Dominica,764748.82
2022,Malaysia,Export,Dominican Rep.,47637279.02
2022,Malaysia,Export,Ecuador,40671665.38
2022,Malaysia,Export,El Salvador,19230799.62
2022,Malaysia,Export,Eq. Guinea,13618666.69
2022,Malaysia,Export,Ethiopia,66210634.25
2022,Malaysia,Export,Eritrea,5811162.65
2022,Malaysia,Export,Estonia,67949439.09
2022,Malaysia,Export,Faeroe Isds,78113.16
2022,Malaysia,Export,Fiji,218532274.20
2022,Malaysia,Export,Finland,230556173.40
2022,Malaysia,Export,France,2570567901.00
2022,Malaysia,Export,French Polynesia,56221938.83
2022,Malaysia,Export,Djibouti,374190857.70
2022,Malaysia,Export,Gabon,23687355.49
2022,Malaysia,Export,Georgia,30954957.97
2022,Malaysia,Export,Gambia,25951378.43
2022,Malaysia,Export,Palestine,1560265.79
2022,Malaysia,Export,Germany,6823370559.00
2022,Malaysia,Export,Ghana,350758974.70
2022,Malaysia,Export,Gibraltar,308475.90
2022,Malaysia,Export,Kiribati,2580839.75
2022,Malaysia,Export,Greece,129793239.40
2022,Malaysia,Export,Grenada,859964.84
2022,Malaysia,Export,Guam,23891590.52
2022,Malaysia,Export,Guatemala,62232969.63
2022,Malaysia,Export,Guinea,48745031.65
2022,Malaysia,Export,Guyana,9486649.60
2022,Malaysia,Export,Haiti,6424559.64
2022,Malaysia,Export,Honduras,24239362.94
2022,Malaysia,Export,Hong Kong,21737858534.00
2022,Malaysia,Export,Hungary,566753857.80
2022,Malaysia,Export,Iceland,142604061.40
2022,Malaysia,Export,Aruba,149422.99
2022,Malaysia,Export,Zimbabwe,1801437.93
2022,Malaysia,Export,Thailand,14943379970.00
2022,Malaysia,Export,Bhutan,1958665.60
2022,Malaysia,Export,Indonesia,12664226165.00
2023,Malaysia,Export,Bonaire,69.73
2023,Malaysia,Export,Fr. South Antarctic Terr.,1548.69
2023,Malaysia,Export,San Marino,29436.33
2023,Malaysia,Export,Br. Indian Ocean Terr.,117406.97
2023,Malaysia,Export,Cocos Isds,29.16
2023,Malaysia,Export,Eritrea,3767246.88
2023,Malaysia,Export,Falkland Isds (Malvinas),170.81
2023,Malaysia,Export,Greenland,576183.92
2023,Malaysia,Export,Grenada,816565.31
2023,Malaysia,Export,Guam,52119107.64
2023,Malaysia,Export,Pitcairn,6429.60
2023,Malaysia,Export,Poland,703292564.00
2023,Malaysia,Export,Zambia,6582892.53
2023,Malaysia,Export,Venezuela,8802728.44
2023,Malaysia,Export,Aruba,178334.17
2023,Malaysia,Export,Sint Maarten,48556.52
2023,Malaysia,Export,New Caledonia,87477260.46
2023,Malaysia,Export,Bangladesh,2456836827.00
2023,Malaysia,Export,Afghanistan,336699781.40
2023,Malaysia,Export,Albania,17355652.44
2023,Malaysia,Export,Algeria,94677353.24
2023,Malaysia,Export,Finland,251415813.90
2023,Malaysia,Export,France,1472016624.00
2023,Malaysia,Export,French Polynesia,55119881.70
2023,Malaysia,Export,Djibouti,349012236.00
2023,Malaysia,Export,Gabon,27044238.68
2023,Malaysia,Export,Georgia,38285281.04
2023,Malaysia,Export,Gambia,37722753.36
2023,Malaysia,Export,Palestine,2953523.73
2023,Malaysia,Export,Germany,6701374981.00
2023,Malaysia,Export,Ghana,229754039.40
2023,Malaysia,Export,Gibraltar,373649.78
2023,Malaysia,Export,Kiribati,3127351.93
2023,Malaysia,Export,Greece,140388821.40
2023,Malaysia,Export,Guatemala,52491890.21
2023,Malaysia,Export,Guinea,26019214.16
2023,Malaysia,Export,Guyana,11085322.86
2023,Malaysia,Export,Haiti,6552688.33
2023,Malaysia,Export,Honduras,29957984.95
2023,Malaysia,Export,Hong Kong,19698224011.00
2023,Malaysia,Export,Hungary,522032707.80
2023,Malaysia,Export,Iceland,22545406.10
2023,Malaysia,Export,Niue,4773.91
2023,Malaysia,Export,Norfolk Isds,1701744.26
2023,Malaysia,Export,Norway,155905314.30
2023,Malaysia,Export,N. Mariana Isds,431055.75
2023,Malaysia,Export,Micronesia,984968.81
2023,Malaysia,Export,Marshall Isds,14230943.57
2023,Malaysia,Export,Palau,334644.37
2023,Malaysia,Export,Pakistan,961437752.90
2023,Malaysia,Export,Panama,64717794.82
2023,Malaysia,Export,Papua New Guinea,492909171.90
2023,Malaysia,Export,Paraguay,24287650.96
2023,Malaysia,Export,Peru,142698100.50
2023,Malaysia,Export,Philippines,5798651241.00
2023,Malaysia,Export,Portugal,115571069.40
2023,Malaysia,Export,Guinea-Bissau,2223443.31
2023,Malaysia,Export,Timor-Leste,42778132.63
2023,Malaysia,Export,Qatar,318275891.00
2023,Malaysia,Export,Romania,175799037.70
2023,Malaysia,Export,Russia,619686071.60
2023,Malaysia,Export,Rwanda,1557711.76
2023,Malaysia,Export,Saint Helena,382104.98
2023,Malaysia,Export,Saint Kitts and Nevis,188339.38
2023,Malaysia,Export,Anguilla,1402.88
2023,Malaysia,Export,Saint Lucia,627628.86
2023,Malaysia,Export,Saint Vincent and the Grenadines,6363518.37
2023,Malaysia,Export,Sao Tome and Principe,1137037.49
2023,Malaysia,Export,Saudi Arabia,1503690660.00
2023,Malaysia,Export,Senegal,226514154.40
2023,Malaysia,Export,Serbia,10164233.47
2023,Malaysia,Export,Switzerland,796352927.80
2023,Malaysia,Export,Syria,37864713.77
2023,Malaysia,Export,Tajikistan,1790390.25
2023,Malaysia,Export,Togo,294294138.40
2023,Malaysia,Export,Tokelau,56263.14
2023,Malaysia,Export,Tonga,4058203.80
2023,Malaysia,Export,Trinidad and Tobago,57442703.52
2023,Malaysia,Export,United Arab Emirates,3120539497.00
2023,Malaysia,Export,Tunisia,122053608.10
2023,Malaysia,Export,Turkey,3844132644.00
2023,Malaysia,Export,Turkmenistan,9946650.73
2023,Malaysia,Export,Turks and Caicos Isds,309862.45
2023,Malaysia,Export,Tuvalu,174971.69
2023,Malaysia,Export,Uganda,8115420.45
2023,Malaysia,Export,Ukraine,19235879.30
2023,Malaysia,Export,North Macedonia,6666351.51
2023,Malaysia,Export,Egypt,506671052.00
2023,Malaysia,Export,United Kingdom,1925328176.00
2023,Malaysia,Export,United Rep. of Tanzania,445747485.40
2023,Malaysia,Export,United States of America,35455220163.00
2023,Malaysia,Export,Burkina Faso,1787552.26
2023,Malaysia,Export,Uruguay,33464170.82
2023,Malaysia,Export,Uzbekistan,93034677.22
2023,Malaysia,Export,Wallis and Futuna Isds,228633.87
2023,Malaysia,Export,Samoa,4979762.42
2023,Malaysia,Export,Yemen,243607048.50
2023,Malaysia,Export,Seychelles,12467967.77
2023,Malaysia,Export,Sierra Leone,15988670.52
2023,Malaysia,Export,India,9984902056.00
2023,Malaysia,Export,Singapore,48092322740.00
2023,Malaysia,Export,Slovakia,163629763.70
2023,Malaysia,Export,Vietnam,11404596587.00
2023,Malaysia,Export,Slovenia,189158312.10
2023,Malaysia,Export,Somalia,122071269.30
2023,Malaysia,Export,South Africa,975607224.40
2023,Malaysia,Export,Zimbabwe,4267878.85
2023,Malaysia,Export,Spain,1239418828.00
2023,Malaysia,Export,South Sudan,543809.84
2023,Malaysia,Export,Sudan,51902362.72
2023,Malaysia,Export,Suriname,5444721.65
2023,Malaysia,Export,Sweden,315968166.90
2023,Malaysia,Export,American Samoa,19878365.56
2023,Malaysia,Export,Andorra,57251.82
2023,Malaysia,Export,Angola,123031835.30
2023,Malaysia,Export,Antigua and Barbuda,1682785.01
2023,Malaysia,Export,Azerbaijan,26175931.33
2023,Malaysia,Export,Argentina,157866072.50
2023,Malaysia,Export,Australia,10941691069.00
2023,Malaysia,Export,Austria,235906200.70
2023,Malaysia,Export,Bahamas,833090.46
2023,Malaysia,Export,Bahrain,46913251.13
2023,Malaysia,Export,Armenia,3067161.26
2023,Malaysia,Export,Barbados,3415119.60
2023,Malaysia,Export,Belgium,2048333568.00
2023,Malaysia,Export,Bermuda,465352.37
2023,Malaysia,Export,Bhutan,1984908.82
2023,Malaysia,Export,Bolivia,22168897.06
2023,Malaysia,Export,Bosnia and Herz.,701560.86
2023,Malaysia,Export,Botswana,2211065.39
2023,Malaysia,Export,Brazil,1095884095.00
2023,Malaysia,Export,Belize,2861509.34
2023,Malaysia,Export,Solomon Isds,25513932.82
2023,Malaysia,Export,Br. Virgin Isds,335161.40
2023,Malaysia,Export,Brunei,1403799329.00
2023,Malaysia,Export,Bulgaria,104814590.80
2023,Malaysia,Export,Myanmar,877942926.70
2023,Malaysia,Export,Burundi,16386.79
2023,Malaysia,Export,Belarus,112411079.20
2023,Malaysia,Export,Cambodia,514868619.50
2023,Malaysia,Export,Cameroon,87412271.10
2023,Malaysia,Export,Canada,915283759.70
2023,Malaysia,Export,Cabo Verde,2431199.32
2023,Malaysia,Export,Cayman Isds,446699.44
2023,Malaysia,Export,Central African Rep.,1183907.62
2023,Malaysia,Export,Sri Lanka,726982823.40
2023,Malaysia,Export,Chad,885305.69
2023,Malaysia,Export,Chile,133741279.50
2023,Malaysia,Export,China,42145127267.00
2023,Malaysia,Export,Christmas Isds,1018483.09
2023,Malaysia,Export,Colombia,116888776.50
2023,Malaysia,Export,Comoros,6327499.61
2023,Malaysia,Export,Congo,58067800.28
2023,Malaysia,Export,Dem. Rep. Congo,24699877.70
2023,Malaysia,Export,Cook Isds,465976.41
2023,Malaysia,Export,Costa Rica,638977985.30
2023,Malaysia,Export,Croatia,38445328.89
2023,Malaysia,Export,Cuba,6618340.76
2023,Malaysia,Export,Cyprus,8195789.73
2023,Malaysia,Export,Czechia,577891018.10
2023,Malaysia,Export,Benin,158588736.20
2023,Malaysia,Export,Denmark,194213856.90
2023,Malaysia,Export,Dominica,1123915.16
2023,Malaysia,Export,Dominican Rep.,40022295.47
2023,Malaysia,Export,Ecuador,64031933.79
2023,Malaysia,Export,El Salvador,13850008.82
2023,Malaysia,Export,Eq. Guinea,11633836.01
2023,Malaysia,Export,Ethiopia,81298676.89
2023,Malaysia,Export,Estonia,83654987.55
2023,Malaysia,Export,Faeroe Isds,80469.04
2023,Malaysia,Export,Fiji,209793943.10
2023,Malaysia,Export,Iran,411284986.20
2023,Malaysia,Export,Iraq,426027404.30
2023,Malaysia,Export,Ireland,206828728.90
2023,Malaysia,Export,Italy,1376447328.00
2023,Malaysia,Export,Côte d'Ivoire,115612340.50
2023,Malaysia,Export,Jamaica,14643277.53
2023,Malaysia,Export,Japan,18791083935.00
2023,Malaysia,Export,Kazakhstan,102088960.50
2023,Malaysia,Export,Jordan,149376665.70
2023,Malaysia,Export,Kenya,1184250394.00
2023,Malaysia,Export,South Korea,12251988522.00
2023,Malaysia,Export,Kuwait,191071820.60
2023,Malaysia,Export,Kyrgyzstan,35323635.83
2023,Malaysia,Export,Laos,29626455.95
2023,Malaysia,Export,Lebanon,58186946.92
2023,Malaysia,Export,Lesotho,174709.22
2023,Malaysia,Export,Latvia,35997991.42
2023,Malaysia,Export,Liberia,35487675.46
2023,Malaysia,Export,Libya,21381158.08
2023,Malaysia,Export,Lithuania,20899557.93
2023,Malaysia,Export,Luxembourg,28851560.38
2023,Malaysia,Export,"China, Macao SAR",30996342.95
2023,Malaysia,Export,Madagascar,113542577.50
2023,Malaysia,Export,Malawi,2046192.77
2023,Malaysia,Export,Maldives,176546483.50
2023,Malaysia,Export,Mali,2513434.13
2023,Malaysia,Export,Malta,69613625.52
2023,Malaysia,Export,Mauritania,112211405.20
2023,Malaysia,Export,Mauritius,103059936.10
2023,Malaysia,Export,Mexico,4103917218.00
2023,Malaysia,Export,Mongolia,33539612.04
2023,Malaysia,Export,Rep. of Moldova,725737.60
2023,Malaysia,Export,Montenegro,1115154.52
2023,Malaysia,Export,Morocco,136876044.10
2023,Malaysia,Export,Mozambique,355162445.10
2023,Malaysia,Export,Oman,318114321.20
2023,Malaysia,Export,Namibia,47221490.34
2023,Malaysia,Export,Nauru,797686.75
2023,Malaysia,Export,Nepal,54807710.58
2023,Malaysia,Export,Netherlands,7861578214.00
2023,Malaysia,Export,Vanuatu,27223230.87
2023,Malaysia,Export,New Zealand,1619167563.00
2023,Malaysia,Export,Nicaragua,4065036.42
2023,Malaysia,Export,Niger,6665220.75
2023,Malaysia,Export,Nigeria,519656971.30
2023,Malaysia,Export,Curaçao,830143.05
2023,Malaysia,Export,Heard Island and McDonald Islands,35496.46
2023,Malaysia,Export,Holy See (Vatican City State),60136.73
2023,Malaysia,Export,Indonesia,11162555980.00
2023,Malaysia,Export,Thailand,12873639855.00
